Texto,Sentimento
sim. a está fazendo muito bem; porém que final horrível!!! ana letícia ridícula. ,nojo
é o que sinto dele,nojo
que lixo. que nojo.essa geração decepcionante!,nojo
aí globo; contrata. essa convence um esquimó a comprar gelo. coloca políticos corruptos no bolso e é excelente atriz!!! kaysar campeão,nojo
tem mulher que gosta de ser tratada como vadia né? kkkk,nojo
cara velho; que nojo que em sp as baladas escolhem por cor e bolso! de vcs!,nojo
era pior matavam em nome d estado.abortos e testes c elas.deixa seguir esse comunismo sanguinário q vcs pregam,nojo
um asco de gente que faz joguinho com os sentimentos dos outros.,nojo
detesto ouvir tudo que se diz respeito a está porcaria de bbb. vão me dizer pra mudar de canal. nem a assisto.,nojo
não sou bolsominion mas sobre isso ele tem total razão.,nojo
 mansão barros,nojo
alá u suado ..,nojo
nossa os caras sao profissionais da fake news,nojo
vendo hipocrisia em cada canto .,nojo
brasil está um lixo; pq este tipo de pessoa é bem vista pela sociedade . ,nojo
muito triste; não dá nem pra acreditar q o brasil chegou nesse abismo ,nojo
kkkk apenas,nojo
é mta cara de pau p pouco oleo de peroba mesmo kkkkk,nojo
um lixo da pior espécie,nojo
entendedores entenderão: pouquíssimos jogadores combinaram tanto com esse clube quanto ele.,nojo
nunca fui marcada em tanta foto como nessa oktober; meus amigos não dão tempo de eu postar foto antes que eles ,nojo
gleisi hoffmannxstf = blindada.brasil; um país de tolos! ,nojo
que país é esse?,nojo
seguinte se for pra criticar tudo que vê nas redes sociais; deleta tua conta e vai criar capivara. dá de certas pessoas implicantes.,nojo
e a vergonha de ser brasileiro só aumenta.,nojo
os abutres em volta do kaysar! gente pequena;rasteiros;invejosos.,nojo
vergonha de dizer que um dia fui fã de wesley safadão,nojo
ainda bem que não tô vendo esse bbb,nojo
nojo; indecência; canalhice!o racismo jogado na cara de uma pessoa simplesmente por que ela não compactua com a ideologia ridícula dos racistas. ,nojo
vem vem vem pro paredão que vcs vão ver seus falsos do cacete,nojo
desgraçado!!!! vagabundo!!! e ele essa corja q o apoia!!!,nojo
comeco a cena da geralda chorando ja kkkkkkkkkkkk,nojo
cada tt q mel dels,nojo
o quase golo de neymar hahahasic = ,nojo
quem está pior com a opinião pública; os dirigentes do inter ou os congressistas brasileiros? ambos se esforçam; viu? ,nojo
quando bolsonada fala a palavra mulher seu rosto demonstra todo o desprezo possível. ,nojo
desde quarta-feira que marcos ta com essa roupa.,nojo
aff povo medíocre,nojo
 desse tal de ; pois não tenho como pagar uma faculdade pública igual emily (in onnnn ).,nojo
ta maluco; bater de cara com quem eu não quero.. to fora ,nojo
apelas blogosféricas da socratolatria; b; um na taberna do patriota valupi.,nojo
eu fico besta como o jornalismo da consegue jogar a sujeira pra debaixo do tapete. jornalismo manipulado.,nojo
comunista não tem pátria!,nojo
mulher escrota,nojo
tenho sérias desconfianças que o povo da minha família é zumbi. eles não dormem; gente! que inferno!,nojo
prato com cobertura de cuspe. que falação e gritaria em cima da comida.,nojo
tem homem que é muito abusado.,nojo
me deixa sozinha em casa assistindo série em um sábado a noite pra ver se eu não fico um nojo.,nojo
quando eu vos pedir para fazerem um post a manifestar o meu apoio; por favor mandem-me internar. ,nojo
lado bom: ver o lado ruim: ver a peppa grudada nele!,nojo
não sei se é sério esse negócio de vídeo do e seus amigos zoando a ac; mais se for vdd ele nao passa de um mlk! ,nojo
nem sei mais se devo considerar um cara desse meu irmao; da ate vergonha de pensar que é sangue do meu sangue ,nojo
dilma só se refere ao lula como presidente? ????,nojo
muita gente tem forma mas não tem conteúdo otima semana p os verdadeiross e pros falsos um espelho hahahahahahaah,nojo
filme brasileiro : td lixo,nojo
pqp que raça é essa???,nojo
pedófilos fdp,nojo
o asco da maquinaria de tomada do poder no país.,nojo
o cabinete de crise está a carburar muito estes dias ... que nojo e vergonha .. a nossa cs está mesmo vendida!,nojo
euo não fico nessa fila... kkkkkkkkkk ,nojo
to num nível que não aguento ver foto de hétero em lugar nenhum,nojo
casal nojento. pior bbb...ou será que mostra como as pessoas realmente são?,nojo
se for verdade; parabéns! pra vcs que curtem... ,nojo
sobre esse casalzinho forçado que a patrícia tá tentando fazer,nojo
esse país é msm uma piada. desses polïticos podres.,nojo
rage mando o snap mais bixa possível,nojo
curitiba é um ovo mesmo!,nojo
que absurdo!,nojo
de quem fala bolacha,nojo
ridículo esse conrrado cagando pela nova.,nojo
aqui em os marmiteiros só poe o feijão embaixo.,nojo
filhas solteiras de servidores brigam na justiça por pensão - 27/02/2018 - mercado - folha tem de cortar sim,nojo
é claro q o senado vai contestar. cambada de que só trabalha em beneficio próprio; lixo de congresso ,nojo
depois que o ranço se instala pra mim tanto faz se tá morto ou se tá vivo. quero distância.,nojo
quem com porcos anda farelo come. nojo desse povo daqui. se não fosse a porra da violência voltava p rio. deus me livre dessas merdas e livre minha filha pq p levar p merda e p fundo do poço tem um monte mas p te elevar; acrescentar não tem nenhum...,nojo
que vergonha eu tenho desse ministro e de todos que concordam com ele.. não basta a violência que está no nosso país e ele ainda quer colocar mais bandidos nas ruas..que deus nos proteja!,nojo
o politíca que dá nojo do brasil; esses político so pensam em si. ,nojo
gente esta tramitando um projeto de lei de autoria do ‘nobre’ deputado de santa catarina valdir colatto ( onde ele quer legalizar a caça esportiva de animais silvestres no brasil! é isso mesmo caçar animais pelo simples prazer de matar por hobby!!,nojo
agora que estamos colocando o país nos trilhos só se for pro trem passar por cima seu calhorda! ,nojo
odeio pessoas que haje como se tivesse algum relacionamento mais na sua costa paga de solteiro pras meninas!,nojo
da saga 15 penaltis por marcar ,nojo
mlk babaca,nojo
aquele momento que a pessoa só chega perto de vc pq não tem mais ngm e dps sai qndo arruma outra companhia,nojo
ranço compartilhado — sim,nojo
sem saco;quem tem vergonha; não envergonha os outros...,nojo
eles não vão parar e a gente vai continuar quietos.,nojo
gente mentirosa; pior raça. ,nojo
pessoas doentes...inundadas de egoísmo!,nojo
se esses artistas tivesse algum resquício de vergonha na cara devolveria o nosso dinheiro. porém não é o caso. promíscuos.,nojo
filhos da putaaa!!! bando de rabos presos.,nojo
preparem-se para a enxurrada de progresso econômico que a mídia vai começar a veicular a partir de agora.,nojo
e maiz difícil e ver gente respaldado o mal caratismo...,nojo
preciso nem falar nada; né?,nojo
satzu shipper são as camren do kpop não pode ver alguém shippando outra coisa que já sai atacando,nojo
esse povo pró governo são tão descarados que nem carregam nosso verde amarelo. a bandeira deles é mesmo o vermelho.,nojo
isto é tudo tao podre que já nem há palavras...,nojo
que os baba ovos sempre vão existir; que nojo.,nojo
mulheres; denunciem! lugar desse tipo de gente é na cadeia! ,nojo
e o jabá correndo solto na imprensa baiana...,nojo
zelador diz que lula e marisa deixaram de frequentar condomínio solaris - política - estadão  via estadao ,nojo
tem umas publicações que a melhor coisa a fazer é ocultar. só de olhar pra cara do ser; dá vontade de vomitar! ,nojo
pq autores estão fazendo pedro virar idiota ao cubo desse jeito??? é bem parente do tiago mesmo,nojo
acabei de dar unfollow na por motivos óbvios,nojo
infelizmente sou obrigado a aguentar os funkeiros da sala,nojo
aquele momento que tu só queria um chiclete pra oferecer,nojo
para de querer fazer a roberta aceitar a emilly ....,nojo
realmente o brasil não tem jeito (quem colocou esses ministros lá? uma mão lava a outra; nesse país de política e políticos),nojo
bbb16 comprado como quase tudo nesse brasil.,nojo
eu nem sabia quem era esse mc biel e queria continuar sem saber.,nojo
boa kkkk hoje a máscara dele caiu,nojo
esta notícia do sousa cintra é para meter nojo apenas; não é? ,nojo
esqueci que o mion tem outro fav na casa. o pilha,nojo
este merdas deste nuno torres é tão bom ou pior que um qq jms.,nojo
 gente do céu; não tô suportando o fodão do luiz felipe! tá se achando as pregas de odete. torcendo pra cair do cavalo! ,nojo
se eu fosse a adélia partia pra cima na porrada dessa ana paula lixo,nojo
sei la que da na porra desses país; deixarem os filhos torcerem pra outro clube. ,nojo
olha o grau dessas meninas com essa dança,nojo
fico boba como tem gente sinica nesse p.o!,nojo
meu deus quanto nojo de patrícia;isso é bom pra pessoas que convivem com ela aqui fora mer a cobra;suja;dissimulada;invejosa e falsa que ela é. ,nojo
socorro sai desse twitter hahaha; odiava o fandom do douglas e da rayane os douannes ,nojo
nunca + nunca mesmo confie em quem olha assim.,nojo
mc biel resumido em tirar a camisa para matar menininhas de 15 anos,nojo
a pior besteira que eles fizeram,nojo
mais uma vez; rs;sc e pr; tentam separar estes estados do brasil. minha campanha é:q o brasil não dê dinheiro c turismo nestes estados.,nojo
que coisa podre!,nojo
se o cara precisa desrespeitar e esculachar alguém pra fazer “piada” e “humor” só mostra o quão ruim comediante e pessoa podre que ele é; ainda mais com todo o estigma de corpo perfeito que as mulheres sofrem ,nojo
olha o tipo de advogada que essa criatura se tornou; imagine o q não faz pra ganhar uma causa ,nojo
 da malta que depois de tantas 'taliscadas'; ainda quer esse monte de ***** de regresso ao ,nojo
depois sabe vir com o sorriso mais falso do mundo; e com conversa fiada; como se não tivesse feito ou falado nada ,nojo
camisas amarelas desviam óleo de peroba pra passar na cara de pau!,nojo
tô fora!,nojo
a galera é tão egoísta e hipócrita que ao invés de torcer para o brasil se reerguer; torce pra que ele piore ainda mais (se é que dá) só pra ter o “prazer” de jogar na cara do outro que votou no bolsonaro. ,nojo
marco aurélio fez isso pra todos fugirem do país!,nojo
alexandre frota detona a ex; claudia raia; e a compara com travesti. humano desagradável esse alexandre! ,nojo
não to acreditando...,nojo
pessoas crushando ficam com cara de idiotas vcs passam vergonha não os considero dignos de nada,nojo
tnc essa merda de brasil,nojo
 esses são os intelectuais brasileiros... corja; acostumados a viver de dinheiro público! ,nojo
cacau líder :,nojo
hoje o rainbow six está especialmente escroto e quebrado! arruma esse jogo para de achar que ta tudo bem!,nojo
mas é um pau no cu mesmo esse .,nojo
alguns homens me dão nojo!!! a maneira que eles olham para o corpo de uma mulher que está trabalhando..como se ela estivesse à venda!!,nojo
o cara defendendo a 'greve' de juízes não diz coisa com coisa. essas pessoas ainda não caíram na real q o povo não é mais idiota; na realidade é nojento tamanha cara de pau... arggggggg,nojo
quando acabei de ler vomitei; de gente com dor de corno!este complexo de vira latas destes ex-jornalistas em atividade é assombroso; agora vão lamber a vinda de alkimin agarrado aos bandidos jeferson e waldemar costa neto. imundice total!,nojo
aih tu ta trabalhando e um cliente velho babão; e pastor; te entrega isso ,nojo
na hora de encher o toba de doce no carnaval ninguém tava reclamando de comer papel; né? hipócritas. ,nojo
emilly come muito feio.detesto pessoas q mastiga de boca aberta.vc fica olhando a comida dançando na boca.,nojo
queremos que a justiça seja para todos; o uso de caixa 2 é crime eleitoral; não é possível que esse senhor saia impune ,nojo
nojo; apenas isso!!! ,nojo
n gosto de gente q gosta de aparecer,nojo
que exposição maravilhosa hein,nojo
foi de ontem; mas só para mostrar que são todos comprados pelo estômago. ,nojo
onde eu fui me meter afsss,nojo
josé mayer e (cantor) desmascarados; meu deus q mundo é esse q apesar de tanta informação essas coisas ainda acontecem ? ,nojo
o escárnio está completo. o golpe foi dado!,nojo
globo explicando pq o pai beija a filha na boca:ahh é normal; essa família é assimele se esfregando nela na cama; é normal também né? deve ser terapia. ,nojo
chove forte; na sales barbosa os comerciantes em pânico; tudo alagado e as baratas saem aos montes. eu já morri. adeus. ,nojo
enquanto isso no brasil....,nojo
e o machismo passa bem ? se for assim emily tbm.n merece já q fez sexo em rede nacional?,nojo
a revista desceu ao fundo do poço. usar uma esposa falecida para se promover!,nojo
por isso; estamos na merda! ,nojo
aí te servem água naquele copo fedendo galinha crua.,nojo
- salve pros parça- a coisa preta e a coisa branca e tem muitas outras por aí,nojo
a cada dia eu tenho mais certeza de quão ridícula a pessoa é.,nojo
que deus me livre desse povo falso; é cobra comendo cobra. ,nojo
